web-scraper-order,web-scraper-start-url,pagination,user,date,review
1650528371-278,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Vironica,10-Jun-17,It's a great place with the beach just in front of the hotel. The pool is so big
1650528371-279,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Helen L.,10-Jun-17,I don't like this hotel because the service and cleanliness is bad.
1650528371-280,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Nur R. F. A.,19-May-17,"Nice place, good ambiance, good for kids."
1650528371-281,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Anastasha Y. N.,5-May-17,Nice hotel. But small room size for that price. Near to everywhere when you in sentosa. Shuttle car always in charge until 10 PM. Easy to go and back to the hotel. But they less for the food variation when you pay room with breakfast. And theres only 1-2 staff to bring ur luggage into ur room. Its ok but you have to be patient. But its fine for us.
1650528371-282,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Neslie W.,25-Apr-17,A truly natural green ambience hotel. A greeny surrounding is make the vacation more perfect. Just need some chocolote spread like nutella for breakfast time....it's more great!. Thanks siloso beach resort
1650528371-283,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Neslie W.,23-Apr-17,An hotel with the natural ambience. Very good for family vacation and those whose like greeny life. My teenagers kids like this hotel. Just need an chocolate spread for the croissant breakfast. Thanks Siloso Beach Resort!
1650528371-284,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Yoki T.,21-Apr-17,Close to the beach but a bit hard to reach the hotel if the sentosa monorail operation time is over
1650528371-285,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Dino S.,17-Apr-17,Fun filled with enough entertainment.. the waterfall and pool slide was awesome
1650528371-286,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Indra G.,12-Apr-17,"Great view, value for money. Overall great"
1650528371-287,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Tri H. C. P.,11-Apr-17,Very nice and uniqe resort but very far from sentosa gateway.
1650528371-288,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Astred T.,20-Mar-17,"Nice place for family vacation. The view is very good. We can see the beach from our room, we just open our curtains. The employees are very friendly."
1650528371-289,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Dong K. L.,27-Feb-17,"reasonable price, good location!"
1650528371-290,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Purwanto P.,23-Feb-17,Nice place for relaxation..good service..
1650528371-291,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Ali A. I.,22-Feb-17,"Near beach, near center of attraction"
1650528371-292,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,mry r.,16-Jan-17,good. I would recommend to others
1650528371-293,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Yani L.,15-Jan-17,Good place ...romantic...i'm so happy at siloso
1650528371-294,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Destie L.,8-Jan-17,"Very nice, friendly and comfortable"
1650528371-295,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Intan,13-Nov-16,"quiet nice hotel, away from crowded, recommended for honeymoon. front beach resort!"
1650528371-296,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,WILLSON K.,7-Nov-16,nice experience with the family...
1650528371-297,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Yenni Z.,12-Oct-16,"Great service, cause we get free upgrades.. thanks a lot Siloso beach resort.. will coming back!!"
1650528371-298,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Ipung h.,6-Sep-16,We have nice and great fam holiday
1650528371-299,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Narita R. S.,25-Jul-16,Small room but comfort...great location...great pool
1650528371-300,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Mei L.,23-Jul-16,"over all nice, but the food no taste too plain,"
1650528371-301,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Tan W. K.,12-Jul-16,"I like the eco feel of the place, with lots of nature. The cafe hires some people with special needs. The pool is nice, with a long slide which my kids enjoyed. The breakfast can add some more variety, but since it comes free with the room, I guess there is not really a lot to ask for or be picky about."
1650528371-302,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Steve D.,9-Jul-16,Room is dirty and not enough amenities
1650528371-303,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,steven,4-Jul-16,"Next time, I will stay here again for the beach and the pool. About the room, it's at average."
1650528371-304,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,anak a. g. p. w.,10-Mar-16,Great Place for Family The Swimming Pool was Good.
1650528371-305,https://www.traveloka.com/id-id/hotel/singapore/siloso-beach-resort-sentosa-98946?spec=22-04-2022.23-04-2022.1.1.HOTEL.98946.Siloso%20Beach%20Resort%2C%20Sentosa.2&prevSearchId=1730699409382996331&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxCbZk0j1EJOYrg0FVtYsvuXIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D,,Yunni G.,29-Dec-15,Take bus from restaurant instead of lobby
